Transcript	GeneName
NM_183075	CYP2U1
NR_029374	LEF1-AS1
NR_029373	LEF1-AS1
NM_000995	RPL34
NR_026968	RPL34-AS1
NM_031279	ETNPPL
NR_039978	SEC24B-AS1
NM_001226	CASP6
NM_030821	PLA2G12A
NM_032993	GAR1
NM_000204	CFI
NM_198506	LRIT3
NM_152400	C4orf32
NM_018569	AP1AR
NM_052864	TIFA
NM_024019	NEUROG2
NM_015454	LARP7
NR_029857	MIR302B
NR_031641	MIR1243
NM_024590	ARSJ
NM_001128174	UGT8
NR_030303	MIR577
NR_031737	MIR1973
NM_152402	TRAM1L1
NR_003584	SNHG8
NM_003619	PRSS12
NR_002963	SNORA24
NR_003135	CEP170P1
NM_020961	METTL14
NM_001170330	C4orf3
NM_000134	FABP2
NR_037596	LINC01061
NR_037630	LOC645513
NM_002358	MAD2L1
NM_024574	NDNF
NM_001244764	TNIP3
NM_001154	ANXA5
NM_176824	BBS7
NR_024365	PP12613
NM_001034194	EXOSC9
NM_001237	CCNA2
NM_000586	IL2
NM_021803	IL21
NM_152618	BBS12
NR_024041	CETN4P
NM_002006	FGF2
NM_007083	NUDT6
NM_199327	SPRY1
NM_020337	ANKRD50
NR_031746	MIR2054
NM_031291	SLC25A31
NM_014264	PLK4
NM_001039717	C4orf29
NM_006320	PGRMC2
NM_001114734	PABPC4L
NM_019035	PCDH18
NR_037866	LINC00616
NM_014331	SLC7A11
NM_012118	CCRN4L
NM_001184990	NDUFC1
NM_032623	MGARP
NM_030648	SETD7
NM_002413	MGST2
NR_033939	SCOC-AS1
NM_001277353	MGAT4D
NM_004362	CLGN
NM_021833	UCP1
NM_153702	ELMOD2
NR_077215	TNRC18P1
NM_014487	ZNF330
NM_032557	USP38
NM_198682	GYPE
NM_002099	GYPA
NR_037595	HHIP-AS1
NM_002940	ABCE1
NM_001102653	OTUD4
NM_001080531	C4orf51
NM_172250	MMAA
NR_038331	LINC01095
NM_007080	LSM6
NM_004575	POU4F2
NM_001957	EDNRA
NM_018241	TMEM184C
NM_138364	PRMT9
NR_039962	MIR4799
NM_006439	MAB21L2
NM_001006	RPS3A
NM_183375	PRSS48
NM_004564	GATB
NR_033797	DKFZP434I0714
NR_036092	MIR3140
NM_152680	TMEM154
NM_145720	TIGD4
NR_001562	ANXA2P1
NM_003264	TLR2
NM_003013	SFRP2
NM_002669	PLRG1
NM_000508	FGA
NM_005141	FGB
NM_021870	FGG
NM_004744	LRAT
NM_000910	NPY2R
NM_001039580	MAP9
NM_000857	GUCY1B3
NM_001334	CTSO
NM_005651	TDO2
NR_026992	LOC340017
NM_001128424	FAM198B
NM_018342	TMEM144
NM_001008393	C4orf46
NM_005038	PPID
NM_004453	ETFDH
NR_037459	MIR3688-1
NR_039963	MIR3688-2
NM_014247	RAPGEF2
NM_138386	NAF1
NM_006174	NPY5R
NM_000909	NPY1R
NM_032136	TKTL2
NM_018352	TMA16
NM_012403	ANP32C
NR_038834	LINC01207
NM_153027	FAM218A
NM_001012414	TRIM61
NM_001100389	TMEM192
NM_152620	TRIM60
NR_030304	MIR578
NM_006745	MSMO1
NM_032783	CBR4
NM_173872	CLCN3
NR_037878	LOC100506085
NM_016228	AADAT
NM_003864	SAP30
NM_007281	SCRG1
NM_001130689	HMGB2
NM_021973	HAND2
NM_012180	FBXO8
NR_036236	MIR4276
NM_000860	HPGD
NM_080874	ASB5
NM_144644	SPATA4
NM_021928	SPCS3
NM_005429	VEGFC
NM_000027	AGA
NR_027107	LOC90768
NR_031640	MIR1305
NM_001012732	DCTD
NR_003612	FAM92A1P2
NR_024008	WWC2-AS2
NM_001111319	CLDN22
NM_001185149	CLDN24
NM_017632	CDKN2AIP
NM_001564	ING2
NM_152682	RWDD4
NM_021942	TRAPPC11
NM_020225	STOX2
NR_040108	LOC728175
NM_032991	CASP3
NM_024629	CENPU
NR_003542	SLED1
NR_037510	MIR3945
NR_037867	LOC731424
NR_039975	LINC01093
NM_001151	SLC25A4
NM_018409	LRP2BP
NM_018359	UFSP2
NM_001114357	C4orf47
NM_181726	ANKRD37
NM_014476	PDLIM3
NM_003265	TLR3
NR_046264	FLJ38576
NM_207352	CYP4V2
NM_001006655	FAM149A
NM_000128	F11
NM_005958	MTNR1A
NM_174900	ZFP42
NM_178556	TRIML1
NM_173553	TRIML2
NM_004477	FRG1
NM_024715	TXNDC15
NM_001104631	PDE4D
NM_012334	MYO10
NM_030955	ADAMTS12
NR_039984	LOC729506
NM_002372	MAN2A1
NM_001146319	GRAMD3
NM_014979	SV2C
NM_000679	ADRA1B
NM_001161661	WWC1
NM_015071	ARHGAP26
NM_139056	ADAMTS16
NM_001332	CTNND2
NR_033383	LINC01194
NM_138348	OTULIN
NM_003966	SEMA5A
NM_012304	FBXL7
NM_004934	CDH18
NM_004061	CDH12
NM_013235	DROSHA
NM_024867	SPEF2
NM_018034	WDR70
NM_019087	ARL15
NM_001164664	MAST4
NM_019072	SGTB
NM_020928	ZSWIM6
NM_001134779	IPO11
NM_001164443	ANKRD31
NM_138782	FCHO2
NR_002754	RNU5E-1
NM_004385	VCAN
NM_003719	PDE8B
NM_001256732	SSBP2
NM_001193347	MEF2C
NM_032119	ADGRV1
NM_032042	FAM172A
NM_153234	LIX1
NM_024717	MCTP1
NM_173488	SLCO6A1
NM_001962	EFNA5
NM_173800	LVRN
NM_001142475	NREP
NM_001204199	SRP19
NM_138773	SLC25A46
NM_005509	DMXL1
NM_153223	CEP120
NM_133638	ADAMTS19
NM_130809	PRRC1
NM_012159	FBXL21
NM_004598	SPOCK1
NM_016603	FAM13B
NM_022464	SIL1
NM_020768	KCTD16
NM_001197294	DPYSL3
NM_001025105	CSNK1A1
NM_015315	LARP1
NM_024007	EBF1
NM_001258022	GRIA1
NM_001122679	TENM2
NM_001034838	KCNIP1
NM_001131055	HRH2
NM_001040462	BTNL8
NM_198868	TBC1D9B
NM_004174	SLC9A3
NM_001242412	AHRR
NM_004237	TRIP13
NM_001044	SLC6A3
NR_003263	SDHAP3
NM_178569	C5orf38
NM_020546	ADCY2
NM_024091	FASTKD3
NR_027112	LOC285692
NM_005885	MARCH6
NM_001164440	ANKRD33B
NM_004394	DAP
NM_007118	TRIO
NM_001369	DNAH5
NM_054027	ANKH
NM_001102562	MARCH11
NM_001034850	FAM134B
NR_027253	LOC285696
NR_027028	GUSBP1
NR_003921	PMCHL1
NM_006727	CDH10
NM_016279	CDH9
NM_004932	CDH6
NM_016107	ZFR
NM_178140	PDZD2
NM_001040446	MTMR12
NM_001204375	NPR3
NM_016180	SLC45A2
NM_144725	TTC23L
NM_000949	PRLR
NM_001145520	RAI14
NM_174914	UGT3A2
NM_005983	SKP2
NM_144647	CAPSL
NM_023073	C5orf42
NM_133433	NIPBL
NM_153485	NUP155
NM_002310	LIFR
NM_001205301	EGFLAM
NM_152756	RICTOR
NM_003999	OSMR
NM_001737	C9
NM_001243093	FYB
NM_206907	PRKAA1
NM_000436	OXCT1
NM_001005473	PLCXD3
NM_000065	C6
NM_173489	MROH2B
NM_000163	GHR
NM_182977	NNT
NM_148672	CCL28
NM_003432	ZNF131
NM_153361	NIM1K
NM_021072	HCN1
NM_024615	PARP8
NM_002203	ITGA2
NM_181501	ITGA1
NM_002495	NDUFS4
NM_176895	PPAP2A
NM_015360	SKIV2L2
NM_139017	IL31RA
NM_024669	ANKRD55
NM_024415	DDX4
NM_152622	MIER3
NM_138453	RAB3C
NM_174889	NDUFAF2
NM_018369	DEPDC1B
NM_001098511	KIF2A
NM_173667	C5orf64
NM_001029875	RGS7BP
NM_001113561	RNF180
NM_015342	PPWD1
NM_005869	CWC27
NM_197941	ADAMTS6
NM_001253699	ERBB2IP
NM_001205255	OCLN
NM_133339	RAD17
NM_002538	OCLN
NM_022902	SLC30A5
NM_001799	CDK7
NM_022978	SERF1B
NR_034021	SMA5
NR_029426	SMA4
NM_018429	BDP1
NM_022132	MCCC2
NM_015084	MRPS27
NM_005909	MAP1B
NM_032175	UTP15
NM_001080479	ARHGEF28
NM_032380	GFM2
NM_003633	ENC1
NM_001130105	COL4A3BP
NM_016218	POLK
NM_001099271	POC5
NM_130772	S100Z
NM_001992	F2R
NM_006633	IQGAP2
NR_024398	ZBED3-AS1
NM_004607	TBCA
NM_003664	AP3B1
NM_000046	ARSB
NM_017614	BHMT2
NM_005779	LHFPL2
NM_004866	SCAMP1
NM_004272	HOMER1
NM_153610	CMYA5
NM_002439	MSH3
NM_205548	FAM151B
NM_006909	RASGRF2
NM_031482	ATG10
NM_022406	XRCC4
NM_005711	EDIL3
NM_001884	HAPLN1
NR_003719	NBPF22P
NM_002890	RASA1
NR_039994	TMEM161B-AS1
NM_153354	TMEM161B
NM_006467	POLR3G
NR_027435	ARRDC3-AS1
NM_005654	NR2F1
NM_001145678	KIAA0825
NM_032290	ANKRD32
NM_012081	ELL2
NM_001243658	GLRX
NM_152548	FAM81B
NM_198150	ARSK
NM_175920	LNPEP
NM_001042440	CAST
NM_198507	FAM174A
NM_180991	SLCO4C1
NM_000919	PAM
NM_015216	PPIP5K2
NM_031438	NUDT12
NM_001163315	FBXL17
NM_005246	FER
NM_001039763	TMEM232
NM_001744	CAMK4
NR_040093	STARD4-AS1
NM_022140	EPB41L4A
NR_046678	NREP-AS1
NM_152624	DCP2
NM_022828	YTHDC2
NM_001085377	MCC
NM_021614	KCNN2
NM_001164468	TMED7-TICAM2
NM_001284	AP3S1
NM_005023	PGGT1B
NM_016144	COMMD10
NM_020796	SEMA6A
NR_046089	LINC00992
NM_173666	DTWD2
NM_016644	PRR16
NM_001195535	LOC100505841
NM_003100	SNX2
NM_005460	SNCAIP
NM_014035	SNX24
NM_001044723	CSNK1G3
NM_020747	ZNF608
NM_178450	MARCH3
NM_001256545	MEGF10
NM_032177	PHAX
NM_001999	FBN2
NR_015360	LINC01184
NM_014031	SLC27A6
NM_175856	CHSY3
NM_001164386	RAPGEF6
NM_001038702	CDC42SE2
NM_003687	PDLIM4
NM_003060	SLC22A5
NM_001278059	MEIKIN
NM_001009185	ACSL6
NM_015082	FSTL4
NM_014423	AFF4
NM_001113575	CDKL3
NM_016103	SAR1B
NM_001745	CAMLG
NM_020199	C5orf15
NM_001277348	C5orf66
NR_024418	LOC389332
NM_000358	TGFBI
NM_020389	TRPC7
NM_017415	KLHL3
NM_014386	PKD2L2
NM_139199	BRD8
NM_001790	CDC25C
NM_001903	CTNNA1
NM_016604	KDM3B
NM_013982	NRG2
NM_001077693	ECSCR
NM_032289	PSD2
NM_032412	CYSTM1
NM_001945	HBEGF
NM_018903	PCDHA12
NM_020690	ANKHD1-EIF4EBP3
NM_022481	ARAP3
NM_005219	DIAPH1
NM_001018076	NR3C1
NM_018989	RBM27
NM_152550	SH3RF2
NM_006706	TCERG1
NM_001112724	STK32A
NM_181675	PPP2R2B
NM_001127698	SPINK5
NM_001270941	JAKMIP2
NM_001195290	SPINK6
NM_001040433	SPINK9
NM_014945	ABLIM3
NM_001040173	HTR4
NM_024577	SH3TC2
NM_000440	PDE6A
NM_133263	PPARGC1B
NM_014983	HMGXB3
NM_001804	CDX1
NM_018047	RBM22
NM_015621	CCDC69
NM_078483	SLC36A1
NM_004045	ATOX1
NM_001146040	GLRA1
NM_020167	NMUR2
NM_198321	GALNT10
NM_015465	GEMIN5
NM_001128209	SGCD
NM_001037333	CYFIP2
NM_001099287	NIPAL4
NM_005546	ITK
NM_138379	TIMD4
NM_144726	RNF145
NM_025153	ATP10B
NM_031908	C1QTNF2
NM_001130958	FABP6
NM_021911	GABRB2
NM_001271946	SLIT3
NM_004946	DOCK2
NM_001129891	FAM196B
NM_022897	RANBP17
NM_001017995	SH3PXD2B
NM_005990	STK10
NM_012300	FBXW11
NM_152277	UBTD2
NM_153607	CREBRF
NM_001031711	ERGIC1
NM_003714	STC2
NM_001142651	NEURL1B
NM_014613	FAF2
NM_052899	GPRIN1
NM_001265615	FAM153B
NM_198567	SIMC1
NM_003052	SLC34A1
NM_001190946	FAM193B
NM_001199298	UIMC1
NM_022455	NSD1
NM_133369	UNC5A
NR_038353	FAM153C
NM_173465	COL23A1
NM_014244	ADAMTS2
NM_001178090	ZNF454
NM_001178089	ZNF454
NM_014757	MAML1
NM_001257293	HNRNPH1
NM_175062	RASGEF1C
NM_002752	MAPK9
NM_018434	RNF130
NM_002406	MGAT1
NM_152547	BTNL9
NM_004168	SDHA
NM_001080478	LRRC14B
NM_052909	PLEKHG4B
NM_145265	CCDC127
NM_013232	PDCD6
NM_007277	EXOC3
NM_018140	CEP72
NR_103444	LOC100996325
NR_039661	MIR4456
NM_007030	TPPP
NM_024786	ZDHHC11
NM_023924	BRD9
NM_033120	NKD2
NM_006598	SLC12A7
NR_039778	MIR4635
NM_182632	SLC6A18
NM_198253	TERT
NR_039662	MIR4457
NM_001003841	SLC6A19
NM_030782	CLPTM1L
NM_024830	LPCAT1
NR_003713	LOC728613
NM_004553	NDUFS6
NM_032479	MRPL36
NR_036240	MIR4277
NM_016358	IRX4
NM_033267	IRX2
NR_033898	LINC01019
NM_024337	IRX1
NR_026994	LINC01020
NM_015325	ICE1
NM_032286	MED10
NR_028351	FLJ33360
NM_001145161	UBE2QL1
NM_001047	SRD5A1
NM_017755	NSUN2
NR_024423	LINC01018
NM_006999	PAPD7
NR_036242	MIR4278
NR_033906	LOC442132
NM_001089584	C5orf49
NM_024010	MTRR
NR_039989	MIR4458HG
NR_039779	MIR4636
NR_003689	SNORD123
NR_045196	SNHG18
NM_019599	TAS2R1
NM_199133	FAM173B
NM_012073	CCT5
NM_138809	CMBL
NM_001201466	ROPN1L
NR_102746	ROPN1L-AS1
NM_019018	FAM105A
NR_046285	LOC100130744
NR_039780	MIR4637
NM_033414	ZNF622
NM_001271606	BASP1
NR_033975	LOC401177
NM_020227	PRDM9
NR_037896	LOC340107
NR_038848	LINC01021
NR_033961	LSP1P3
NM_018356	C5orf22
NR_036241	MIR4279
NM_022130	GOLPH3
NM_006713	SUB1
NR_033832	LOC340113
NM_001258438	TARS
NM_016568	RXFP3
NM_001167595	AMACR
NM_181435	C1QTNF3
NM_001012339	DNAJC21
NM_018321	BRIX1
NM_002853	RAD1
NM_031900	AGXT2
NM_002185	IL7R
NM_152404	UGT3A1
NR_030306	MIR580
NM_001007527	LMBRD2
NM_001085411	NADK2
NM_001161429	RANBP3L
NM_004172	SLC1A3
NR_046262	NIPBL-AS1
NM_001278094	GDNF-AS1
NM_001190468	GDNF
NR_046219	EGFLAM-AS4
NR_102749	EGFLAM-AS2
NR_037423	MIR3650
NM_001343	DAB2
NM_000958	PTGER4
NM_012382	TTC33
NM_032587	CARD6
NM_000997	RPL37
NR_037665	LOC100506548
NR_002583	SNORD72
NM_000587	C7
NM_175921	C5orf51
NM_012176	FBXO4
NM_001134848	CCDC152
NM_005410	SEPP1
NR_034127	LOC100132356
NR_102752	LOC100506639
NR_034085	LOC648987
NM_001014279	ANXA2R
NR_015447	LOC153684
NM_002130	HMGCS1
NM_198566	C5orf34
NM_022483	C5orf28
NM_006451	PAIP1
NR_073113	NNT-AS1
NM_004465	FGF10
NM_016640	MRPS30
NM_198449	EMB
NM_002202	ISL1
NR_046243	LOC642366
NM_015946	PELO
NR_034107	LOC257396
NM_176806	MOCS2
NM_004531	MOCS2
NM_013409	FST
NR_030307	MIR581
NM_006308	HSPB3
NM_001102575	SNX18
NM_002104	GZMK
NM_007036	ESM1
NM_006144	GZMA
NM_001170402	CDC20B
NR_030387	MIR449B
NM_001190787	MCIDAS
NR_029960	MIR449A
NR_031572	MIR449C
NM_001008397	GPX8
NM_019030	DHX29
NM_021147	CCNO
NR_001575	RNF138P1
NR_049869	MIR5687
NM_173514	SLC38A9
NM_002184	IL6ST
NR_102755	FLJ31104
NM_153706	SETD9
NM_005921	MAP3K1
NM_001127236	GPBP1
NM_001017992	ACTBL2
NM_006622	PLK2
NM_152687	GAPT
NR_028509	PART1
NM_001104558	ELOVL7
NM_000082	ERCC8
NM_001048249	SMIM15
NM_014473	DIMT1
NM_181506	LRRC70
NM_000524	HTR1A
NM_001164442	FAM159B
NM_173829	SREK1IP1
NM_001267038	CENPK
NR_003545	TRAPPC13
NM_001093755	TRAPPC13
NM_001656	TRIM23
NM_020726	NLN
NR_028474	LOC100303749
NM_001077199	SREK1
NM_005582	CD180
NM_181523	PIK3R1
NM_033281	MRPS36
NM_022909	CENPH
NM_031966	CCNB1
NM_003187	TAF9
NM_016283	AK6
NM_176816	CCDC125
NM_001038603	MARVELD2
NM_001098728	GTF2H2C
NR_027439	LOC100272216
NM_017411	SMN2
NR_073404	LOC441081
NM_001515	GTF2H2
NM_004536	NAIP
NR_003922	PMCHL2
NM_004291	CARTPT
NR_039967	MIR4803
NM_024754	PTCD2
NM_152625	ZNF366
NR_039968	MIR4804
NM_153188	TNPO1
NM_173490	TMEM171
NM_153217	TMEM174
NM_001037637	BTF3
NM_023039	ANKRA2
NM_000521	HEXB
NM_015566	FAM169A
NM_014886	NSA2
NM_016591	GCNT4
NM_000859	HMGCR
NM_001276713	ANKDD1B
NM_004101	F2RL2
NR_028375	NCRUPAR
NM_005242	F2RL1
NM_001882	CRHBP
NR_003014	SNORA47
NM_018046	AGGF1
NM_032367	ZBED3
NM_018268	WDR41
NM_032109	OTP
NM_013391	DMGDH
NM_001713	BHMT
NM_152405	JMY
NM_173797	PAPD4
NM_001010891	MTX3
NM_003248	THBS4
NM_001174072	SERINC5
NR_003665	CRSP8P
NM_032567	SPZ1
NR_004845	LOC644936
NM_014733	ZFYVE16
NM_000791	DHFR
NM_001190470	MTRNR2L2
NM_001004441	ANKRD34B
NM_001099735	CKMT2
NR_034121	CKMT2-AS1
NM_001131036	ZCCHC9
NM_130767	ACOT12
NM_001025	RPS23
NM_001017971	ATP6AP1L
NR_039773	MIR3977
NR_003139	SCARNA18
NM_174909	TMEM167A
NM_001867	COX7C
NR_037402	MIR3607
NR_036243	MIR4280
NM_001239	CCNH
NR_024384	LINC00461
NR_037433	MIR3660
NM_004365	CETN3
NM_203406	MBLAC2
NM_198273	LYSMD3
NM_020801	ARRDC3
NM_153216	POU5F2
NM_014639	TTC37
NM_199243	GPR150
NM_001131066	RFESD
NM_031952	SPATA9
NM_014899	RHOBTB3
NR_026936	LINC01554
NR_030309	MIR583
NM_000439	PCSK1
NM_016442	ERAP1
NM_001130140	ERAP2
NM_018343	RIOK2
NR_033932	RGMB-AS1
NM_001012761	RGMB
NM_001270	CHD1
NR_036530	LOC100289230
NR_027503	LOC100133050
NM_005668	ST8SIA4
NM_017676	GIN1
NM_033211	C5orf30
NR_000039	RAB9BP1
NR_046368	LINC01023
NM_014819	PJA2
NR_033175	LOC100289673
NM_033035	TSLP
NM_139281	WDR36
NM_139164	STARD4
NR_002922	SNORA13
NR_015370	EPB41L4A-AS1
NR_027706	EPB41L4A-AS2
NM_000038	APC
NM_005669	REEP5
NM_032028	TSSK1B
NM_018700	TRIM36
NM_001040440	CCDC112
NM_020177	FEM1C
NM_001801	CDO1
NM_004707	ATG12
NM_001195581	ARL14EPL
NM_014350	TNFAIP8
NM_000414	HSD17B4
NM_182761	FAM170A
NM_177478	FTMT
NM_152546	SRFBP1
NM_207317	ZNF474
NM_002317	LOX
NR_051996	MGC32805
NM_000943	PPIC
NM_001136239	PRDM6
NM_001201377	ALDH7A1
NM_207408	TEX43
NM_005573	LMNB1
NM_001164478	C5orf63
NM_001127385	CTXN3
NM_001046	SLC12A2
NM_016048	ISOC1
NR_039776	MIR4633
NR_039665	MIR4460
NM_001257308	KIAA1024L
NM_181705	LYRM7
NM_005340	HINT1
NM_000758	CSF2
NM_000588	IL3
NM_001142599	P4HA2
NM_003059	SLC22A4
NR_037500	MIR3936
NM_002198	IRF1
NR_045116	C5orf56
NM_005732	RAD50
NM_000879	IL5
NM_002188	IL13
NM_001098811	SEPT8
NM_001039780	CCNI2
NM_007054	KIF3A
NM_000589	IL4
NM_052971	LEAP2
NM_014402	UQCRQ
NM_133456	SHROOM1
NM_005260	GDF9
NM_175873	SOWAHA
NM_017665	ZCCHC10
NM_002154	HSPA4
NR_031621	MIR1289-2
NM_003374	VDAC1
NR_037434	MIR3661
NM_170679	SKP1
NM_003202	TCF7
NM_080656	CDKN2AIPNL
NM_003337	UBE2B
NM_015288	JADE2
NM_021982	SEC24A
NM_014829	DDX46
NM_001135586	C5orf24
NM_178019	CATSPER3
NM_032151	PCBD2
NR_039666	MIR4461
NM_002653	PITX1
NR_037895	C5orf66-AS2
NM_138610	H2AFY
NM_130848	DCANP1
NM_006161	NEUROG1
NM_001099221	TIFAB
NR_027127	LOC340074
NM_004887	CXCL14
NM_000590	IL9
NM_145282	SLC25A48
NM_002302	LECT2
NM_001001420	SMAD5
NR_030583	VTRNA2-1
NR_026763	SMAD5-AS1
NR_030588	MIR874
NM_006805	HNRNPA0
NM_006790	MYOT
NR_002713	NPY6R
NM_003551	NME5
NM_058244	WNT8A
NM_004661	CDC23
NM_005733	KIF20A
NM_001496	GFRA3
NM_001135647	FAM53C
NM_016605	FAM53C
NM_004730	ETF1
NM_001964	EGR1
NM_001271803	REEP2
NR_002913	SNORD63
NM_004134	HSPA9
NM_015564	LRRTM2
NR_002915	SNORA74A
NM_018834	MATR3
NM_152686	DNAJC18
NM_152685	SLC23A1
NM_016459	MZB1
NM_001161546	PROB1
NM_194296	SPATA24
NM_016480	PAIP2
NM_198282	TMEM173
NM_016463	CXXC5
NM_003339	UBE2D2
NM_005859	PURA
NM_001007189	IGIP
NR_102739	LINC01024
NM_002622	PFDN1
NM_001258426	SLC4A9
NM_001253764	SRA1
NM_133172	APBB3
NM_080670	SLC35A4
NM_003732	EIF4EBP3
NM_144723	ZMAT2
NR_026704	VTRNA1-2
NM_017706	WDR55
NM_006083	IK
NM_002109	HARS
NM_012208	HARS2
NR_026705	VTRNA1-3
NM_002488	NDUFA2
NM_194249	DND1
NR_026703	VTRNA1-1
NM_000591	CD14
NM_018502	TMCO6
NM_013340	PCDHB1
NM_018936	PCDHB2
NM_018938	PCDHB4
NM_018937	PCDHB3
NM_018933	PCDHB13
NM_018932	PCDHB12
NM_018931	PCDHB11
NM_018930	PCDHB10
NR_001280	PCDHB17P
NR_001282	PCDHB19P
NM_018935	PCDHB15
NM_018940	PCDHB7
NM_018934	PCDHB14
NM_015669	PCDHB5
NM_019120	PCDHB8
NM_020957	PCDHB16
NM_018939	PCDHB6
NR_001281	PCDHB18P
NM_005642	TAF7
NM_031947	SLC25A2
NR_001297	PCDHGB8P
NM_018929	PCDHGC5
NM_003883	HDAC3
NM_001130029	RELL2
NR_038333	LOC100505658
NM_033449	FCHSD1
NR_033244	LOC729080
NM_032420	PCDH1
NM_014773	KIAA0141
NM_005471	GNPDA1
NM_016580	PCDH12
NM_183400	RNF14
NM_030571	NDFIP1
NM_030964	SPRY4
NM_001257207	FGF1
NR_046680	ARHGAP26-AS1
NR_049829	MIR5197
NM_021182	HMHB1
NM_030799	YIPF5
NM_205846	PRELID2
NM_001080516	GRXCR2
NM_001029869	PLAC8L1
NM_020117	LARS
NM_002700	POU4F3
NM_194251	GPR151
NR_047115	PPP2R2B-IT1
NR_038902	JAKMIP2-AS1
NM_206966	C5orf46
NM_054023	SCGB3A2
NM_003122	SPINK1
NM_001001325	SPINK14
NM_032566	SPINK7
NM_001040129	SPINK13
NM_030793	FBXO38
NM_000024	ADRB2
NM_152407	GRPEL2
NM_152406	AFAP1L1
NM_014443	IL17B
NM_024028	PCYOX1L
NR_029684	MIR143
NM_001001669	ARHGEF37
NM_030953	TIGD6
NM_000112	SLC26A2
NM_005211	CSF1R
NM_002609	PDGFRB
NM_014228	SLC6A7
NM_015981	CAMK2A
NM_001012301	ARSI
NM_001025159	CD74
NM_001135243	TCOF1
NM_001543	NDST1
NM_001025070	RPS14
NM_001166208	SYNPO
NM_133371	MYOZ3
NM_032947	SMIM3
NM_001135643	DCTN4
NM_001145805	IRGM
NM_001172831	ZNF300
NR_026867	ZNF300P1
NM_002084	GPX3
NM_001252391	TNIP1
NM_001155	ANXA6
NM_181776	SLC36A2
NM_181774	SLC36A3
NM_000405	GM2A
NM_001447	FAT2
NM_003118	SPARC
NM_001278082	LOC100652758
NM_198395	G3BP1
NM_018691	FAM114A2
NM_005927	MFAP3
NM_024632	SAP30L
NR_037897	SAP30L-AS1
NM_004821	HAND1
NR_036094	MIR3141
NM_004779	CNOT8
NM_032385	FAXDC2
NM_014180	MRPL22
NM_001099293	KIF4B
NR_038443	PPP1R2P3
NM_001173393	HAVCR1
NM_004270	MED7
NM_130899	FAM71B
NM_032782	HAVCR2
NM_001001343	FNDC9
NM_033274	ADAM19
NM_178424	SOX30
NM_001145132	C5orf52
NM_001195555	CLINT1
NM_173491	LSM11
NM_017872	THG1L
NM_145049	UBLCP1
NM_002187	IL12B
NR_037889	LOC285626
NR_027110	LOC285627
NM_003314	TTC1
NM_001130864	PWWP2A
NM_024565	CCNJL
NR_036095	MIR3142
NM_022090	ZBED8
NM_004219	PTTG1
NM_006425	SLU7
NR_027111	LOC285629
NM_000811	GABRA6
NM_001127645	GABRA1
NM_198903	GABRG2
NM_001142556	HMMR
NM_199246	CCNG1
NM_145266	NUDCD2
NM_013283	MAT2B
NR_031721	MIR103B1
NM_024594	PANK3
NM_002887	RARS
NR_024356	FBLL1
NR_029520	MIR103A1
NR_029632	MIR218-2
NR_030311	MIR585
NM_017785	SPDL1
NR_039609	MIR378E
NM_012188	FOXI1
NM_005565	LCP2
NM_001102609	C5orf58
NM_004137	KCNMB1
NR_026945	LINC01366
NM_014211	GABRP
NM_021025	TLX3
NM_002520	NPM1
NM_003862	FGF18
NR_037474	MIR3912
NM_001171183	EFCAB9
NM_004417	DUSP1
NR_002988	SNORA74B
NM_016093	RPL26L1
NM_003945	ATP6V0E1
NR_026683	LOC100268168
NM_001205	BNIP1
NM_004387	NKX2-5
NR_027108	LOC285593
NM_138369	BOD1
NM_030627	CPEB4
NM_015980	HMP19
NM_001144954	C5orf47
NM_002449	MSX2
NR_039777	MIR4634
NR_046113	FLJ16171
NM_000794	DRD1
NM_022754	SFXN1
NM_001008220	CPLX2
NM_032361	THOC3
NR_036494	LOC643201
NR_038402	LOC100507387
NM_001079685	KIAA1191
NM_173664	ARL10
NM_001256539	NOP16
NM_007097	CLTB
NM_138820	HIGD2A
NM_017675	CDHR2
NM_014901	RNF44
NM_001099408	EIF4E1B
NM_003085	SNCB
NM_012171	TSPAN17
NR_036239	MIR4281
NM_002115	HK3
NM_213647	FGFR4
NM_012279	ZNF346
NM_001031677	RAB24
NM_031300	MXD3
NM_006480	RGS14
NM_013237	PRELID1
NM_006816	LMAN2
NM_001174102	PRR7
NM_004395	DBN1
NM_002082	GRK6
NM_005451	PDLIM7
NM_000505	F12
NM_016222	DDX41
NM_001029886	PFN3
NM_024872	DOK3
NR_038915	PRR7-AS1
NM_017510	TMED9
NM_007255	B4GALT7
NM_173663	FAM153A
NR_003615	LOC728554
NM_006261	PROP1
NM_017838	NHP2
NM_022762	RMND5B
NM_015111	N4BP3
NR_003281	GMCL1P1
NM_031266	HNRNPAB
NM_153373	PHYKPL
NM_020666	CLK4
NM_005649	ZNF354A
NR_024035	AACSP1
NM_030613	ZFP2
NM_058230	ZNF354B
NM_000843	GRM6
NM_014594	ZNF354C
NM_001136116	ZNF879
NM_025158	RUFY1
NM_001164444	CBY3
NM_001142306	C5orf60
NM_001024649	CANX
NM_145867	LTC4S
NM_016175	C5orf45
NM_003900	SQSTM1
NR_031598	MIR1229
NM_014275	MGAT4B
NR_029885	MIR340
NM_005110	GFPT2
NM_052863	SCGB3A1
NM_182925	FLT4
NM_001001657	OR2Y1
NR_045680	HEIH
NM_001172638	ZFP62
NR_027183	LINC00847
NM_197975	BTNL3
NM_206880	OR2V2
